12	Codex Language Specification — Version 1.0.0	All normative requirements for Codex 1.0.0 MUST appear exactly once in this document.
5440	Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.11 Relationship to External Systems	* Any derived representation (including SHACL, SHACL-SPARQL, or OWL) MUST be a pure, deterministic projection of the Codex schema.
5441	Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.11 Relationship to External Systems	* Derived artifacts MUST NOT introduce semantics, defaults, inference rules, or interpretation not explicitly defined by:
5445	Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.11 Relationship to External Systems	* Derived artifacts MUST NOT override, weaken, or contradict Codex validation semantics.
5446	Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.11 Relationship to External Systems	* When a Codex constraint or rule cannot be expressed faithfully in the chosen external system, derivation MUST fail with a `SchemaError` (§14) rather than approximate.
5458	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.1 Purpose	A Codex document MUST NOT be semantically validated without an explicit governing schema.
5460	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.1 Purpose	Codex permits schema-less formatting and well-formedness checks that do not require a governing schema, but such checks MUST NOT perform semantic interpretation or validation (see §9.2 and §10.1.1).
5473	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.2 Schema Provision	A conforming implementation MUST require explicit provision of a governing schema for semantic validation.
5475	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.2 Schema Provision	Schema-less formatting and well-formedness checks (§9.2, §10.1.1) do not require a governing schema and MUST NOT be blocked by the absence of one.
5485	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.2 Schema Provision	`documentBaseIri` is the base IRI for instance graph mapping (§9.7). It MUST be an IRI. If `documentBaseIri` is missing, semantic validation MUST fail with a `SchemaError` (§14).
5487	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.2 Schema Provision	The implementation MUST use the provided schema and MUST NOT attempt to substitute, infer, or override it.
5489	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.2 Schema Provision	If no governing schema is provided and semantic validation is requested, the implementation MUST fail with a `SchemaError` (§14).
5491	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.2 Schema Provision	If the document or governing schema declares a `SchemaImport` whose `reference` IRI is not present in `importedSchemas`, the implementation MUST fail with a `SchemaError` (§14).
5503	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas	The bootstrap schema-of-schemas MUST NOT be substituted for a missing governing schema when processing an instance document.
5507	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.1 Requirements	Every conforming implementation MUST:
5513	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.1 Requirements	An explicitly provided governing schema for a schema document MUST either be the bootstrap schema-of-schemas itself or a schema that is valid under the bootstrap schema-of-schemas. An implementation MUST NOT partially extend, modify, or augment the bootstrap schema-of-schemas.
5515	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.1 Requirements	The bootstrap schema-of-schemas MUST itself conform to the Codex language invariants (§2) and the schema-first architecture (§9).
5521	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.2 Schema Document Detection	A document whose root Concept is `Schema` MUST be treated as a schema document and MUST NOT be parsed as an instance document under any schema other than the bootstrap schema-of-schemas or an explicitly provided governing schema.
5525	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.2 Schema Document Detection	1. If an explicit governing schema was provided by the caller, that schema MUST be used.
5526	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.2 Schema Document Detection	2. Otherwise, the built-in bootstrap schema-of-schemas MUST be used.
5528	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.2 Schema Document Detection	An implementation MUST NOT use any other detection, inference, or fallback mechanisms.
5534	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.3 Validation and Error Classification	* If the document cannot be decoded, tokenized, or structurally parsed, the failure MUST be classified as `ParseError` (§14).
5535	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.3 Validation and Error Classification	* If the document is structurally readable but violates the bootstrap schema-of-schemas or an explicitly provided governing schema, the failure MUST be classified as `SchemaError` (§14).
5537	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.3 Validation and Error Classification	Implementations MUST NOT attempt partial validation, recovery, or best-effort interpretation.
5545	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.4 Canonical Authority	The bootstrap schema-of-schemas MUST accept exactly those schema documents that conform to §11, and MUST reject all others with a `SchemaError` (§14).
5547	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.4 Canonical Authority	The bootstrap schema-of-schemas MUST NOT introduce additional constructs, defaults, or semantics beyond those defined in §11.
5553	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.4 Schema Caching	Caching MUST NOT change observable parsing, validation, or error-reporting behavior.
5561	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.1 Schema Unavailable	* The report MUST indicate that the governing schema was unavailable
5562	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.1 Schema Unavailable	* Validation MUST NOT proceed
5569	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.2 Schema Load Failure	* The report MUST indicate that the schema could not be loaded
5570	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.2 Schema Load Failure	* The report MUST include the schema identifier
5577	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.3 Invalid Schema	* The report MUST indicate that schema validation failed
5578	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.3 Invalid Schema	* Underlying schema validation errors MUST be reported
5585	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.4 Imported Schema Unavailable	* The report MUST indicate which imported schema IRI was unavailable
5586	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.4 Imported Schema Unavailable	* Validation MUST NOT proceed
5593	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.5 Duplicate Namespace Label	* The report MUST indicate the duplicate namespace label and the conflicting schema IRIs
5594	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.5 Duplicate Namespace Label	* Validation MUST NOT proceed
5601	Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.5 Error Handling > 12.5.6 Unresolved Qualified Name	* The report MUST indicate the unresolved qualified name and the imported schema IRI
5636	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.2 Core Principles	Schemas MUST make their versioning intent explicit.
5639	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity	Every Codex schema MUST declare its identity and version explicitly.
5650	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity	All versions of the same schema MUST share the same schema identifier.
5654	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity	A schema document that omits any of the `id`, `version`, or `versionScheme` Traits on the root `Schema` Concept MUST be rejected with a `SchemaError` (§14).
5656	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity	A schema document MUST NOT declare more than one schema identifier.
5658	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity	Within a schema lineage, the schema identifier MUST NOT be redefined or aliased.
5660	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity	Schema identity and version information MUST be treated as authoritative and MUST NOT be inferred, synthesized, or substituted by tooling.
5663	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics	Schemas MUST use monotonic versioning within a schema lineage.
5665	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics	Within a schema lineage, all schema versions MUST use the same `versionScheme` value; a schema that changes the `versionScheme` within a lineage MUST be rejected with a `SchemaError` (§14).
5667	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics	Regardless of scheme, schema versions MUST form a **total, unambiguous ordering**. A schema whose version ordering is ambiguous or non-comparable MUST be rejected with a `SchemaError` (§14).
5669	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics	Tools MUST compare schema versions mechanically according to the comparison rules defined in this section for the declared `versionScheme`, and MUST NOT apply heuristics, coercion, or fallback rules.
5672	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics > 13.4.1 Version Schemes	The root `Schema` Concept’s `versionScheme` Trait MUST be one of the following Enumerated Token Values:
5679	Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics > 13.4.1 Version Schemes	If `versionScheme` is not one of these values, schema processing MUST fail with a `SchemaError` (§14).
